Pollutant Name: nitrogen (N),,
Pollutant Type: total deposition,,
Units: kg N ha-1 yr-1,,
Year: 2014,,
Resolution: 5km (Midpoint in metres of 5x5km grid square of the OS grid for Great Britain),,
,,
Easting,Northing,Value
307500,532500,9.44
192500,837500,5.62
487500,412500,15.5
172500,877500,3.1
317500,972500,6.47
282500,552500,13.53
272500,232500,12.05
242500,122500,13.07
282500,232500,16.44
122500,577500,11.99
357500,352500,11.49
482500,447500,15.78
432500,357500,21.93
212500,782500,8.55
482500,307500,15.1
477500,112500,13.97
337500,552500,12.05
407500,862500,8.17
267500,582500,22.1
327500,157500,7.33
122500,927500,5.49
292500,112500,11.72
422500,577500,9.78
292500,797500,9.84
512500,152500,16.81
87500,497500,8.1
477500,277500,12.69
462500,102500,12.98
467500,262500,13.05
572500,252500,9.63
247500,562500,14.47
232500,742500,17.93
392500,287500,16.27
557500,217500,9.08
332500,592500,20.49
507500,187500,15.32
222500,562500,14.61
217500,207500,10.97
317500,577500,12.65
262500,807500,7.85
452500,1182500,10.54
422500,537500,10.94
317500,467500,10.03
342500,457500,11.38
357500,102500,12.78
282500,817500,5.97
457500,157500,13.38
282500,667500,10.79
597500,152500,12.36
637500,152500,11.27
637500,162500,11.18
212500,227500,14.32
347500,117500,11.82
442500,372500,20.84
227500,652500,10.59
382500,77500,8.79
517500,387500,12.66
282500,867500,3.96
392500,512500,23.68
227500,757500,16.89
92500,857500,3.39
462500,187500,12.97
127500,742500,6.54
87500,597500,6.57
327500,117500,16.42
187500,852500,8.39
177500,867500,3.83
227500,812500,7.38
2500,522500,5.03
97500,597500,7.17
212500,832500,8.11
272500,57500,14.02
152500,827500,9.91
327500,327500,15.65
272500,312500,15.62
602500,127500,7.3
417500,507500,15.62
282500,362500,17.36
347500,112500,12.85
392500,487500,31.57
272500,797500,4.96
262500,792500,6.74
192500,662500,12.41
312500,287500,17.42
332500,222500,15.6
302500,917500,5.86
262500,352500,16.48
462500,402500,13.24
162500,642500,7.97
377500,287500,12.29
507500,197500,15.02
277500,852500,3.4
187500,37500,7.57
382500,782500,16.26
397500,812500,10.44
262500,282500,7.57
337500,1052500,7.02
437500,537500,13.54
117500,897500,4.61
57500,477500,5.06
317500,862500,7.53
277500,127500,10.61
432500,1152500,9.44
312500,787500,14.45
327500,677500,8.69
477500,422500,11.23
337500,962500,5.35
372500,252500,15.8
412500,107500,18.11
652500,297500,9.49
122500,842500,6.27
442500,337500,12.69
287500,322500,23.19
512500,172500,14.5
382500,222500,11.28
602500,162500,11.89
577500,252500,10.27
292500,762500,9.93
622500,237500,10.36
322500,777500,16.11
457500,442500,11.46
362500,162500,13.72
207500,922500,3.78
337500,317500,13.55
197500,877500,5.54
422500,272500,12.94
467500,167500,12.62
247500,852500,5.75
287500,102500,7.26
542500,187500,14.06
402500,212500,17.74
227500,557500,15.63
167500,492500,6.24
422500,602500,8.55
397500,337500,16.86
192500,882500,4.78
532500,232500,12.27
57500,547500,10.25
327500,1012500,9.28
382500,602500,22.77
432500,322500,13.55
272500,337500,15.54
57500,512500,9.6
317500,652500,12.6
112500,507500,10.29
242500,87500,11.57
227500,247500,11.31
262500,767500,8.61
387500,237500,9.18
337500,787500,23.57
297500,357500,23.67
262500,237500,13.12
217500,737500,18.39
527500,467500,10.87
347500,432500,11.44
242500,587500,22.25
232500,767500,14.9
417500,247500,8.87
437500,417500,14.97
322500,132500,12.75
392500,362500,20.17
387500,192500,13.49
362500,517500,26.79
532500,277500,8.8
327500,1027500,8.71
322500,742500,5.58
362500,867500,5.2
462500,1192500,11.32
432500,477500,18.33
342500,767500,16.36
222500,957500,4.94
282500,67500,11.79
552500,217500,10.55
307500,687500,7.25
117500,932500,7.17
367500,97500,12.86
457500,127500,15.15
102500,582500,9.59
392500,587500,16.12
227500,117500,13.13
407500,437500,28.92
397500,462500,18.77
382500,532500,23.71
282500,332500,18.9
617500,337500,10.94
247500,842500,5.46
437500,482500,11.74
277500,352500,23.79
337500,727500,9.13
92500,542500,10.6
387500,132500,14.26
367500,667500,14.65
357500,392500,10.25
247500,902500,6.85
287500,172500,6.3
327500,482500,11.73
422500,177500,15.48
462500,152500,16.06
257500,822500,4.38
492500,267500,12.3
422500,312500,11.25
532500,182500,15.9
342500,1027500,9.19
487500,502500,21.02
177500,232500,5.02
92500,482500,7.98
232500,237500,15.46
437500,292500,13.6
437500,277500,14.07
262500,192500,10.62
402500,337500,16.06
77500,542500,13.31
177500,702500,8.99
292500,277500,18.9
327500,367500,13.49
237500,867500,4.6
82500,492500,7.83
362500,97500,13.08
502500,167500,13.42
627500,342500,11.16
182500,662500,9.88
97500,592500,8.35
422500,487500,17.63
337500,597500,23.08
577500,152500,10.67
407500,167500,11.76
157500,962500,3.73
507500,177500,14.86
432500,462500,13.68
592500,192500,7.05
187500,207500,6.53
207500,817500,10.25
207500,937500,3.66
77500,587500,5.05
537500,117500,14.5
532500,127500,14.31
397500,177500,11.82
142500,837500,8.58
342500,522500,32.38
352500,427500,13.86
352500,522500,29.12
637500,157500,9.84
137500,937500,4.42
277500,182500,6.52
367500,157500,15.71
52500,522500,10.11
367500,297500,14.58
482500,497500,19.13
177500,667500,10.18
187500,787500,9.45
182500,77500,6.13
102500,557500,11.2
232500,667500,19.73
337500,287500,15.53
217500,917500,5.42
247500,802500,8.23
422500,627500,8.4
182500,62500,7.9
162500,502500,8.8
262500,347500,11.89
562500,287500,7.78
252500,97500,13.21
337500,202500,16.49
422500,307500,11.94
557500,142500,13.79
477500,257500,14.71
212500,582500,16.98
187500,652500,11.97
277500,112500,11.49
217500,922500,5.15
252500,747500,17.76
242500,567500,15.49
322500,772500,14.24
312500,532500,11.44
357500,397500,12.3
367500,852500,12.66
252500,967500,5.96
412500,207500,11.83
207500,702500,14.92
222500,937500,6.25
482500,302500,13.9
367500,397500,12.26
267500,342500,11.14
227500,952500,5.77
612500,342500,12.9
372500,322500,11.23
22500,512500,7.49
497500,277500,10.17
272500,742500,13.33
257500,892500,8.1
477500,347500,9.22
322500,617500,23.97
382500,447500,18.85
572500,262500,10.35
147500,737500,8.43
567500,237500,11.86
597500,347500,10.35
182500,692500,10.53
447500,537500,10.13
222500,812500,7.55
452500,362500,17.75
307500,812500,10.54
607500,322500,11.27
227500,817500,6.68
42500,502500,6.36
657500,297500,10.27
247500,247500,13.57
422500,212500,12.67
282500,852500,5.02
472500,412500,9.91
257500,737500,18.22
437500,577500,9.94
207500,777500,10.73
152500,37500,10.8
567500,322500,12.64
277500,842500,6.03
227500,377500,7.48
557500,122500,16.32
97500,747500,5.67
227500,572500,20.02
567500,337500,8.89
382500,157500,13.67
177500,62500,6.3
397500,217500,17.95
607500,262500,11.02
327500,342500,17.55
317500,582500,13.57
137500,867500,5.52
427500,572500,10.48
377500,487500,27.14
317500,462500,8.62
347500,127500,7.68
312500,547500,7.76
532500,282500,8.4
237500,502500,7.78
257500,767500,9.46
417500,242500,13.47
72500,827500,4.78
527500,192500,16.38
392500,197500,11.83
272500,292500,12.65
647500,322500,9.43
332500,482500,12.31
277500,382500,9.63
502500,402500,11.84
592500,297500,14.24
32500,542500,11.75
22500,532500,6.01
282500,202500,16.65
567500,102500,10.29
217500,72500,16.06
282500,267500,15.58
427500,442500,18.55
602500,327500,11.12
407500,82500,9.87
212500,687500,19.09
152500,867500,4.94
462500,397500,13.63
312500,932500,9.81
337500,592500,20.41
182500,727500,8.66
157500,727500,13.42
362500,222500,17.51
277500,97500,12.69
487500,512500,13.83
272500,722500,18.22
517500,102500,11.36
497500,487500,14.54
332500,777500,22.33
247500,632500,10.23
377500,797500,20.13
342500,982500,5.26
302500,307500,18.94
362500,552500,17.97
477500,407500,11.22
352500,617500,12.63
302500,497500,8.69
352500,512500,33.82
292500,142500,16.68
457500,387500,13.47
302500,702500,9.93
182500,872500,4.63
372500,242500,11.34
287500,957500,6.81
327500,222500,17.52
352500,252500,12.47
372500,627500,10.77
362500,622500,11.87
442500,227500,14.14
257500,572500,29.42
487500,272500,11.87
127500,477500,17.94
497500,132500,15.54
502500,152500,13.07
372500,802500,16.7
47500,542500,11.83
177500,657500,8.59
142500,482500,20.54
272500,42500,8.29
422500,1177500,7.57
277500,627500,19.3
342500,1022500,8.61
247500,377500,8.86
522500,132500,16.63
367500,672500,11.1
367500,167500,10.76
552500,362500,9.06
622500,157500,11.3
547500,267500,10.84
217500,817500,9.37
82500,567500,13.6
267500,197500,9.33
202500,872500,6.26
257500,122500,10.66
272500,932500,9.38
367500,192500,11.96
232500,612500,11.9
192500,42500,8.43
237500,97500,12.58
477500,462500,15.83
482500,442500,13.4
482500,377500,12.48
307500,677500,9.36
142500,952500,4.11
592500,257500,11.85
412500,632500,8.72
347500,312500,11.12
437500,492500,11.71
537500,107500,9.76
297500,627500,17.15
447500,1162500,10.99
452500,352500,17.94
597500,292500,19.38
22500,482500,4.75
322500,512500,25.4
407500,352500,21.6
267500,707500,12.26
482500,327500,13.89
452500,1162500,9.25
132500,692500,6.06
367500,357500,13.07
602500,307500,13.29
342500,162500,9.01
202500,737500,11
122500,507500,11.43
412500,307500,14.68
257500,127500,9.65
112500,467500,6.11
377500,592500,24.81
182500,52500,9.91
82500,522500,11.15
137500,802500,6.99
477500,357500,14.13
337500,432500,10.52
237500,932500,10.17
157500,837500,8.69
427500,407500,28.61
152500,752500,9.56
147500,507500,13.87
307500,502500,8.31
322500,232500,20.44
247500,497500,12.86
247500,822500,5.07
502500,222500,16.11
522500,162500,13.67
92500,877500,3.52
317500,977500,6.31
137500,547500,10.13
432500,412500,20.92
187500,777500,9.54
457500,202500,10.11
202500,837500,7.79
187500,712500,11.63
197500,627500,11.49
257500,622500,15.92
267500,237500,14.32
352500,527500,21.87
502500,372500,11.63
102500,567500,11.49
267500,102500,11.53
282500,337500,20.52
467500,142500,18.79
27500,492500,7.79
447500,367500,20.52
342500,602500,24.04
342500,282500,14.58
497500,307500,10.83
292500,97500,9.87
197500,212500,10.95
367500,337500,12.49
367500,582500,27.78
97500,547500,11.23
517500,327500,8.03
202500,672500,12.1
377500,342500,17.29
247500,367500,8.36
222500,112500,7.65
317500,717500,10.47
332500,742500,11.82
587500,242500,9.71
37500,512500,7.24
207500,822500,10
167500,737500,20.84
222500,237500,16.6
312500,962500,6.99
252500,222500,12.29
337500,572500,11.21
192500,737500,8.79
302500,262500,16.34
317500,517500,23.96
197500,812500,8.61
207500,877500,7.13
157500,492500,10.27
402500,132500,16.3
237500,102500,13.11
317500,382500,9.25
377500,297500,10.96
147500,472500,4.84
587500,167500,10.87
407500,587500,10.44
57500,487500,5.29
327500,402500,8.19
142500,897500,7.68
447500,1167500,9.49
412500,627500,11.95
542500,377500,11.43
187500,862500,5.23
157500,772500,6.9
227500,712500,22.92
442500,1112500,7.78
347500,472500,12.1
407500,442500,25.28
387500,162500,11.06
557500,297500,7.78
107500,497500,13.31
347500,457500,12.15
207500,742500,13.95
437500,262500,11.38
322500,657500,12.02
457500,182500,13.75
427500,257500,8.41
302500,502500,7.74
557500,147500,11.14
232500,912500,6.85
632500,267500,10.89
237500,582500,21.84
222500,732500,14.89
597500,327500,10.76
522500,387500,13.52
357500,97500,11.2
262500,837500,4.01
187500,727500,10.7
487500,147500,15.58
282500,907500,5.87
632500,142500,12.13
282500,47500,10.72
207500,587500,10.63
67500,867500,4.73
227500,852500,6.7
357500,197500,14.06
197500,677500,12.79
267500,362500,26.03
317500,192500,20.13
97500,902500,4.39
397500,102500,12.49
412500,227500,18.03
437500,247500,11.79
427500,327500,12.35
297500,377500,11.59
327500,597500,19.04
382500,87500,13.51
287500,202500,21.52
322500,757500,11.68
362500,107500,13.7
82500,537500,11.11
157500,692500,7.22
382500,517500,17.49
382500,397500,14.92
212500,202500,9.34
362500,302500,12.68
397500,252500,9.15
282500,597500,20.62
82500,807500,4.47
337500,442500,12.01
487500,292500,13.73
317500,502500,15.38
522500,427500,13.5
437500,92500,10.86
197500,752500,8.41
252500,877500,6.83
632500,307500,11.96
142500,832500,9.31
497500,197500,14.69
287500,187500,11.47
317500,702500,11.73
267500,692500,15.29
347500,852500,10.89
382500,422500,30.13
142500,792500,6.82
562500,122500,15.56
332500,292500,14.53
172500,527500,7.77
617500,137500,10.69
137500,597500,13.18
307500,817500,7.06
217500,882500,6.88
582500,202500,10.06
502500,117500,14.46
372500,642500,9.7
437500,182500,14.52
342500,1012500,9.5
312500,107500,17.86
427500,477500,19.19
602500,172500,8.77
412500,447500,20.86
372500,1052500,6.32
347500,562500,9.15
542500,327500,8.11
642500,272500,11.2
297500,782500,11.58
337500,182500,8.17
127500,667500,8.81
482500,452500,16.02
127500,502500,11.82
577500,132500,12.71
362500,752500,10.91
377500,837500,11.67
312500,867500,6.2
357500,277500,14.33
477500,157500,16.23
372500,257500,12.56
367500,567500,14.58
402500,197500,11.56
452500,132500,13.78
482500,397500,13.02
157500,677500,10.98
37500,482500,4.98
132500,652500,6.55
187500,822500,6.48
442500,377500,18.2
257500,872500,6.48
262500,967500,5.25
407500,327500,18.06
427500,512500,10.45
432500,467500,15.07
402500,827500,9.85
232500,747500,15.31
407500,277500,15.03
447500,437500,11.61
357500,317500,9.97
242500,547500,13.88
392500,422500,28.8
237500,217500,12.58
572500,322500,10.28
387500,207500,17.51
142500,942500,4.38
382500,457500,19.52
392500,282500,15.09
262500,337500,9.13
307500,487500,8.77
487500,202500,15.5
447500,117500,16.25
117500,912500,7.3
32500,487500,11.16
297500,957500,8.13
637500,282500,10.47
392500,87500,13.42
392500,277500,12.34
502500,277500,9.58
277500,547500,10.52
327500,557500,9.44
312500,102500,13.01
252500,672500,10.18
282500,812500,5.77
552500,232500,11.81
282500,792500,8.27
407500,417500,30.98
382500,612500,21.77
292500,52500,6.69
617500,287500,12.45
427500,497500,12.93
502500,112500,11.08
487500,427500,10.78
237500,222500,14.21
427500,622500,9.1
332500,662500,10.22
112500,752500,4.11
362500,512500,28.02
222500,787500,7.46
387500,377500,16.51
417500,412500,32.96
492500,127500,15.36
252500,822500,5.02
222500,92500,17.35
522500,152500,15.27
67500,577500,8.36
92500,497500,9.9
487500,462500,19.46
242500,52500,8.11
377500,257500,10.17
127500,837500,5.72
507500,132500,14.74
292500,812500,5.25
342500,537500,19.88
222500,792500,8.06
262500,362500,19.39
17500,517500,8.87
377500,477500,17.46
227500,762500,16.26
457500,212500,11.32
517500,307500,9.47
332500,717500,9.04
442500,362500,19.58
277500,652500,12.1
242500,482500,9.29
517500,287500,10.55
307500,252500,16.15
272500,787500,9.26
412500,602500,11.05
252500,772500,11.31
257500,52500,9.18
267500,207500,13.42
317500,542500,11.58
167500,772500,8.19
417500,302500,14.32
277500,327500,16.5
352500,327500,11.58
442500,387500,18.02
397500,807500,12.58
232500,662500,16.58
477500,107500,11.02
322500,127500,10
237500,122500,14.13
312500,837500,6.45
187500,47500,11.14
282500,847500,9.06
532500,292500,7.77
517500,277500,9.52
567500,122500,14.67
617500,292500,12.35
292500,787500,10.73
392500,577500,12.55
472500,437500,11.38
312500,967500,6.96
267500,732500,14.76
317500,997500,7.64
347500,282500,12.21
367500,777500,18.34
362500,862500,8.94
522500,157500,14.87
97500,577500,12.9
367500,832500,11.81
367500,1047500,6.67
317500,97500,14.8
447500,262500,10.97
172500,732500,15.57
172500,632500,14.07
312500,732500,7.46
232500,727500,20.45
467500,387500,10.18
322500,517500,33.67
442500,222500,12.25
277500,92500,13.39
252500,942500,9.78
212500,772500,11.17
292500,107500,9.79
397500,357500,19.94
457500,222500,12.74
402500,177500,12.73
342500,107500,13.61
332500,362500,13.16
402500,82500,12.69
387500,87500,14.82
372500,592500,26.73
397500,817500,11.35
322500,952500,6.97
637500,167500,10.75
292500,587500,18.52
147500,822500,8.12
142500,502500,16.8
77500,572500,10.18
257500,357500,15.69
337500,227500,14.07
57500,542500,10.82
252500,777500,11.38
227500,237500,15.1
172500,42500,13.82
167500,622500,12.15
432500,132500,12.08
157500,742500,11.73
387500,107500,14.35
212500,592500,11.88
172500,627500,13.78
262500,652500,15
342500,517500,36.33
177500,32500,11.5
297500,937500,7.45
297500,172500,7.63
597500,172500,8.94
337500,557500,9.2
432500,117500,17.42
257500,727500,19.34
287500,932500,5.92
302500,142500,10.57
232500,227500,16.3
597500,187500,7.92
557500,242500,10.86
287500,82500,12.68
367500,322500,10.17
152500,497500,12.9
252500,607500,22.18
212500,892500,6.59
422500,132500,14.66
437500,477500,13.28
502500,147500,14.99
142500,932500,4.87
267500,322500,12.38
122500,482500,15.58
57500,577500,5.8
467500,467500,13.16
82500,482500,10.38
622500,317500,16.05
312500,252500,14.42
232500,112500,12.77
427500,182500,15.7
182500,797500,7.86
247500,192500,8.53
452500,412500,12.59
547500,127500,12.77
167500,532500,9.42
282500,372500,15.42
232500,642500,9.99
242500,752500,16.3
117500,892500,4.07
137500,22500,5.62
602500,132500,9.79
202500,232500,14
362500,182500,11.29
327500,472500,9.69
102500,527500,11.51
402500,822500,9.32
267500,712500,13.78
402500,407500,26.85
247500,122500,12.84
532500,177500,14.4
392500,367500,18.22
172500,817500,6.22
512500,147500,19.48
272500,377500,14.08
387500,367500,15.91
387500,522500,15.94
497500,212500,18.94
562500,317500,10.99
292500,677500,11.23
312500,362500,15.07
312500,647500,11.25
417500,437500,20.44
492500,347500,11.86
532500,157500,15.72
322500,787500,17.42
327500,127500,9.54
587500,152500,11.68
217500,217500,12.04
257500,657500,13.53
337500,267500,13.43
642500,312500,10.14
292500,782500,11.17
207500,932500,3.6
422500,527500,10.37
412500,617500,10.02
277500,672500,9.51
222500,332500,5.46
322500,697500,12.16
362500,397500,11.66
332500,227500,16.93
257500,742500,16.73
342500,442500,11.19
472500,317500,10.98
167500,687500,7.5
257500,902500,6.43
377500,542500,25.89
297500,632500,14.92
102500,472500,6.02
632500,287500,10.77
502500,387500,11.27
257500,787500,9.42
642500,317500,8.53
157500,682500,10.4
272500,897500,5.45
447500,432500,13.5
107500,492500,13.27
292500,517500,8.48
447500,527500,9.16
237500,847500,5.83
162500,707500,6.71
347500,552500,11.24
427500,167500,15.56
497500,332500,12.08
167500,527500,9.79
407500,272500,15.02
242500,757500,13.3
357500,302500,12.48
132500,927500,4.02
537500,192500,16.58
432500,572500,10.2
527500,292500,8.13
452500,1187500,12
327500,517500,41.29
567500,127500,11.61
362500,817500,11.94
472500,522500,10.66
232500,602500,20.51
577500,217500,8.84
277500,552500,15.05
242500,602500,22.24
92500,862500,3.46
167500,32500,11.56
257500,677500,11.28
357500,787500,26.55
427500,222500,12.92
202500,637500,16.2
367500,162500,12.94
142500,752500,9.14
