Easting,Northing,NO2_NO3,NH3_NH4,SO2_SO4_NM
107500,897500,0.24,0.23,0.17
357500,122500,0.45,2.13,0.23
367500,832500,0.44,1.2,0.24
227500,942500,0.3,0.28,0.19
72500,547500,0.38,1.31,0.23
397500,832500,0.36,1.49,0.2
332500,362500,0.51,2.04,0.4
247500,747500,0.76,0.8,0.5
172500,537500,0.3,1.01,0.18
262500,802500,0.55,0.39,0.31
322500,317500,0.44,2.01,0.26
432500,332500,0.7,1.94,0.36
497500,242500,0.71,1.37,0.32
77500,867500,0.21,0.25,0.13
267500,227500,0.46,1.3,0.31
302500,292500,0.48,1.5,0.3
357500,202500,0.64,1.8,0.35
212500,582500,0.45,1.45,0.3
352500,512500,1,1.95,0.86
367500,647500,0.45,1.19,0.25
427500,1142500,0.35,0.45,0.2
142500,542500,0.43,2.85,0.33
112500,757500,0.19,0.2,0.11
287500,242500,0.57,1.02,0.34
347500,847500,0.38,0.83,0.21
482500,242500,0.71,1.61,0.26
337500,987500,0.23,0.27,0.12
497500,412500,0.63,2.05,0.52
502500,287500,0.73,1.58,0.3
217500,327500,0.32,0.82,0.18
412500,312500,0.66,2.03,0.37
547500,357500,0.64,1.45,0.3
597500,207500,0.63,0.78,0.27
167500,532500,0.33,2.16,0.21
367500,217500,0.65,1.63,0.37
437500,1182500,0.41,0.46,0.24
407500,327500,0.63,2.34,0.33
442500,242500,0.72,1.7,0.31
382500,407500,0.71,1.83,0.53
337500,1002500,0.28,0.34,0.15
377500,842500,0.37,1.39,0.21
362500,842500,0.39,1.31,0.21
377500,1057500,0.28,0.27,0.15
227500,912500,0.32,0.29,0.2
322500,532500,0.49,1.6,0.38
327500,472500,0.4,1.57,0.29
407500,622500,0.57,1.09,0.34
407500,527500,0.6,1.47,0.39
437500,307500,0.67,2.22,0.34
492500,127500,0.69,1.01,0.34
187500,822500,0.3,0.28,0.22
382500,267500,0.54,1.41,0.29
397500,272500,0.68,1.76,0.3
527500,117500,0.61,1.16,0.29
427500,587500,0.43,1.9,0.61
387500,342500,0.68,2.06,0.45
137500,557500,0.46,1.81,0.27
387500,867500,0.3,0.6,0.15
117500,552500,0.3,2.66,0.19
297500,747500,0.47,0.57,0.27
357500,1037500,0.29,0.51,0.16
457500,222500,0.66,1.73,0.25
352500,177500,0.61,1.18,0.39
277500,32500,0.39,0.48,0.18
357500,522500,0.65,2.32,0.52
502500,337500,0.73,1.55,0.32
52500,782500,0.22,0.23,0.14
567500,117500,0.63,0.92,0.26
122500,512500,0.35,3.19,0.3
52500,512500,0.26,1.84,0.18
387500,607500,0.72,1.07,0.43
52500,557500,0.28,1.7,0.18
432500,222500,0.71,1.46,0.3
207500,912500,0.18,0.15,0.1
247500,572500,0.45,0.95,0.3
402500,632500,0.58,1.35,0.35
77500,842500,0.21,0.23,0.14
112500,492500,0.41,4.08,0.25
337500,427500,0.42,1.2,0.27
262500,732500,0.63,0.74,0.4
362500,402500,0.56,1.57,0.54
372500,252500,0.53,1.83,0.27
102500,527500,0.28,2.08,0.2
342500,282500,0.51,1.81,0.27
322500,872500,0.19,0.36,0.1
77500,537500,0.35,1.65,0.21
287500,107500,0.44,1.96,0.21
242500,897500,0.32,0.32,0.19
377500,362500,0.54,2.71,0.36
382500,77500,0.42,0.6,0.19
387500,517500,0.72,1.13,0.47
132500,952500,0.18,0.14,0.12
252500,802500,0.51,0.39,0.31
562500,312500,0.6,1.24,0.28
352500,452500,0.49,1.97,0.31
367500,787500,0.85,1.03,0.48
502500,202500,0.83,1.42,0.31
587500,127500,0.67,1.25,0.28
587500,317500,0.67,1.86,0.3
612500,287500,0.63,2.42,0.28
237500,492500,0.52,0.84,0.31
172500,662500,0.26,0.43,0.15
112500,597500,0.28,2.09,0.18
322500,947500,0.28,0.36,0.15
317500,757500,0.51,0.6,0.29
422500,377500,0.98,1.76,0.66
297500,207500,0.96,1.46,0.67
252500,777500,0.54,0.48,0.35
462500,427500,0.56,1.65,0.47
562500,157500,0.74,1.25,0.32
502500,112500,0.57,1.13,0.27
487500,387500,0.63,1.65,0.38
502500,262500,0.7,1.5,0.26
392500,547500,0.84,1.3,0.53
557500,237500,0.74,1.38,0.3
622500,147500,0.82,1.31,0.33
257500,582500,0.59,1.29,0.45
162500,502500,0.35,1.78,0.2
437500,482500,0.46,2.5,0.33
292500,557500,0.31,1.04,0.19
242500,197500,0.39,0.55,0.22
437500,387500,0.85,1.65,0.65
347500,327500,0.44,2.53,0.24
177500,717500,0.28,0.47,0.21
337500,562500,0.29,2.29,0.2
337500,967500,0.24,0.58,0.12
322500,937500,0.27,0.48,0.15
327500,642500,0.55,1.12,0.34
287500,942500,0.27,0.27,0.15
97500,472500,0.31,1.91,0.14
317500,497500,0.53,0.98,0.38
487500,207500,0.81,1.25,0.3
337500,787500,1.05,1.05,0.64
402500,252500,0.54,1.51,0.25
182500,17500,0.36,0.51,0.19
22500,517500,0.25,1.29,0.17
447500,497500,0.69,1.53,0.45
522500,107500,0.58,1.12,0.25
177500,822500,0.31,0.29,0.24
602500,227500,0.72,1.21,0.33
217500,242500,0.48,1.68,0.34
267500,792500,0.32,0.28,0.18
532500,427500,0.6,2.05,0.43
377500,467500,0.83,1.96,0.62
397500,492500,1,1.63,0.72
417500,252500,0.54,1.46,0.24
447500,342500,0.74,1.87,0.45
227500,777500,0.56,0.57,0.41
572500,162500,0.75,1.19,0.32
402500,237500,0.52,1.39,0.24
327500,807500,0.59,0.6,0.34
422500,187500,0.64,1.66,0.25
507500,217500,0.88,1.45,0.3
197500,852500,0.46,0.4,0.33
567500,182500,0.66,1.34,0.34
277500,197500,0.52,1.06,0.35
362500,862500,0.29,1.17,0.14
242500,697500,0.51,0.71,0.35
217500,217500,0.46,1.77,0.31
407500,587500,0.47,1.2,0.29
342500,592500,0.63,1.1,0.38
202500,72500,0.48,1.68,0.27
62500,572500,0.3,1.36,0.21
207500,667500,0.29,0.71,0.2
242500,792500,0.44,0.39,0.28
177500,522500,0.3,1.26,0.17
477500,232500,0.7,2.27,0.27
337500,622500,0.62,1.09,0.39
412500,597500,0.45,1.19,0.29
417500,147500,0.57,1.28,0.22
292500,637500,0.43,1.32,0.26
342500,867500,0.24,0.38,0.13
462500,482500,0.54,2.4,0.37
272500,727500,0.65,0.77,0.4
587500,337500,0.67,1.38,0.31
267500,567500,0.44,1.19,0.32
242500,872500,0.32,0.28,0.18
227500,637500,0.26,0.57,0.19
247500,187500,0.41,0.87,0.21
202500,212500,0.43,1.32,0.33
122500,482500,0.48,2.53,0.31
92500,527500,0.33,3.56,0.24
127500,952500,0.18,0.14,0.12
202500,747500,0.35,0.45,0.26
92500,887500,0.19,0.15,0.13
137500,672500,0.33,0.51,0.2
342500,577500,0.35,1.43,0.22
387500,482500,1.16,1.78,0.86
477500,477500,0.54,2.11,0.38
307500,532500,0.31,1.54,0.25
252500,377500,0.37,1.24,0.23
92500,572500,0.42,1.31,0.26
197500,47500,0.45,1.88,0.24
267500,332500,0.56,0.84,0.36
332500,357500,0.51,2.1,0.39
227500,122500,0.52,1.49,0.27
87500,567500,0.47,1.49,0.3
327500,117500,0.58,1.9,0.3
337500,522500,1,1.97,0.82
337500,827500,0.57,0.67,0.32
312500,942500,0.32,0.34,0.18
402500,87500,0.54,0.75,0.27
402500,197500,0.59,1.61,0.26
452500,1197500,0.38,0.41,0.21
462500,122500,0.67,1.57,0.37
467500,517500,0.64,1.86,0.45
282500,327500,0.74,1.14,0.49
277500,797500,0.3,0.27,0.15
342500,162500,0.47,1.84,0.24
567500,297500,0.58,2.15,0.27
557500,262500,0.63,1.23,0.26
582500,127500,0.69,1.29,0.29
127500,562500,0.35,2.83,0.35
87500,487500,0.33,1.71,0.17
152500,842500,0.29,0.3,0.24
492500,347500,0.66,2.14,0.32
27500,552500,0.35,0.82,0.25
612500,247500,0.67,1.51,0.3
627500,302500,0.64,1.81,0.29
227500,837500,0.35,0.29,0.23
442500,112500,0.74,1.02,0.51
337500,677500,0.32,0.53,0.21
192500,212500,0.41,1.33,0.35
262500,52500,0.48,1.35,0.25
307500,377500,0.41,1.34,0.27
642500,287500,0.6,1.75,0.31
332500,737500,0.4,1.03,0.25
237500,707500,0.6,0.78,0.42
652500,307500,0.61,0.9,0.23
367500,537500,0.71,1.36,0.43
357500,317500,0.43,2.11,0.23
652500,312500,0.58,0.91,0.2
92500,17500,0.3,0.26,0.15
382500,392500,0.65,1.56,0.43
417500,587500,0.43,1.57,0.32
592500,177500,0.71,0.55,0.38
187500,682500,0.37,0.6,0.27
267500,202500,0.51,1.23,0.36
602500,252500,0.7,1.94,0.3
607500,277500,0.62,2.09,0.27
397500,247500,0.5,2.12,0.25
22500,557500,0.31,0.65,0.21
352500,277500,0.54,1.79,0.28
457500,427500,0.55,1.68,0.44
637500,167500,0.7,0.91,0.27
447500,492500,0.66,1.44,0.42
167500,647500,0.27,0.55,0.17
302500,657500,0.45,1.07,0.28
287500,322500,1.03,1.63,0.68
487500,117500,0.72,1.1,0.36
177500,57500,0.4,0.71,0.22
262500,717500,0.84,0.98,0.53
377500,1047500,0.29,0.3,0.15
277500,862500,0.18,0.33,0.09
107500,752500,0.19,0.2,0.11
182500,747500,0.34,0.41,0.27
427500,1177500,0.34,0.4,0.19
457500,227500,0.68,1.65,0.27
272500,667500,0.36,1.15,0.24
552500,387500,0.63,0.76,0.3
362500,177500,0.62,1.39,0.29
102500,542500,0.3,3.38,0.2
342500,602500,0.71,1.22,0.44
417500,287500,0.8,1.7,0.36
492500,427500,0.56,1.26,0.38
347500,752500,0.45,1.41,0.3
367500,1042500,0.29,0.59,0.16
547500,102500,0.56,1.06,0.25
337500,722500,0.35,1.07,0.24
417500,232500,0.76,1.63,0.34
542500,202500,0.74,1.17,0.28
497500,157500,0.62,0.93,0.26
87500,12500,0.3,0.26,0.15
212500,77500,0.64,1.26,0.36
292500,132500,0.69,1.39,0.35
437500,272500,0.67,1.53,0.29
567500,282500,0.57,1.46,0.25
392500,232500,0.54,1.59,0.26
27500,502500,0.28,1.37,0.19
422500,587500,0.45,1.42,0.35
517500,352500,0.65,2.12,0.3
227500,72500,0.7,1.67,0.41
527500,227500,0.77,1.4,0.28
332500,202500,0.7,1.6,0.44
217500,947500,0.23,0.3,0.14
397500,427500,0.98,1.82,0.74
407500,247500,0.55,1.46,0.26
97500,882500,0.18,0.13,0.11
167500,692500,0.31,0.43,0.2
167500,857500,0.22,0.19,0.15
342500,487500,0.5,1.29,0.4
322500,542500,0.37,2.47,0.28
422500,297500,0.72,1.88,0.34
442500,1167500,0.46,0.54,0.26
297500,72500,0.48,0.7,0.24
357500,622500,0.43,1.23,0.26
77500,877500,0.22,0.18,0.14
422500,552500,0.53,1.49,0.39
502500,132500,0.6,1.12,0.29
502500,497500,0.6,0.92,0.38
252500,647500,0.38,1.04,0.25
482500,207500,0.72,1.46,0.27
492500,422500,0.61,1.53,0.44
452500,242500,0.74,1.81,0.3
257500,67500,0.72,1.17,0.38
227500,252500,0.39,0.94,0.27
302500,272500,0.63,1.18,0.37
232500,972500,0.26,0.78,0.16
527500,307500,0.64,1.56,0.3
187500,227500,0.39,1.37,0.21
232500,212500,0.39,1.39,0.24
27500,557500,0.36,0.8,0.25
237500,957500,0.4,0.39,0.26
322500,657500,0.44,1.03,0.28
602500,152500,0.8,1.06,0.32
137500,922500,0.19,0.19,0.13
332500,512500,1.28,2.28,1.1
162500,747500,0.33,0.45,0.26
62500,862500,0.21,0.22,0.14
587500,222500,0.69,1.55,0.3
287500,122500,0.58,1.48,0.28
332500,152500,0.41,1.63,0.19
372500,187500,0.56,1.65,0.27
462500,362500,0.74,1.7,0.46
142500,677500,0.33,0.5,0.22
467500,382500,0.65,1.75,0.42
497500,492500,0.64,1.23,0.41
292500,952500,0.32,0.33,0.19
387500,347500,0.73,2.1,0.48
127500,507500,0.38,3.08,0.24
192500,692500,0.38,0.58,0.26
132500,687500,0.23,0.32,0.14
282500,882500,0.16,0.41,0.08
292500,917500,0.32,0.34,0.18
327500,857500,0.31,0.86,0.16
367500,507500,0.8,1.83,0.63
367500,632500,0.38,1.16,0.23
387500,307500,0.61,1.77,0.3
267500,207500,0.58,1.07,0.38
467500,277500,0.81,1.7,0.32
547500,167500,0.74,1.32,0.3
152500,522500,0.42,2.68,0.32
112500,937500,0.26,0.26,0.2
322500,962500,0.25,0.82,0.13
242500,222500,0.45,1.72,0.3
502500,277500,0.7,1.58,0.27
117500,837500,0.23,0.19,0.15
307500,682500,0.35,0.73,0.3
102500,592500,0.32,2,0.25
117500,947500,0.21,0.18,0.15
237500,647500,0.3,1.7,0.21
187500,727500,0.32,0.57,0.26
342500,267500,0.5,1.5,0.26
347500,372500,0.46,2.62,0.36
362500,857500,0.38,1.35,0.19
392500,387500,0.65,1.58,0.43
417500,557500,0.53,1.37,0.38
97500,487500,0.44,2.97,0.24
522500,207500,0.78,1.19,0.28
312500,752500,0.41,0.66,0.24
607500,302500,0.63,2.11,0.28
497500,337500,0.76,1.45,0.35
132500,597500,0.36,1.19,0.23
252500,797500,0.45,0.36,0.27
357500,837500,0.42,1.17,0.23
382500,517500,0.69,1.31,0.45
492500,382500,0.65,1.73,0.37
147500,547500,0.43,2.44,0.27
97500,567500,0.5,1.6,0.31
402500,227500,0.68,1.59,0.3
472500,122500,0.73,1.48,0.41
607500,147500,0.79,1.28,0.31
542500,357500,0.63,2.29,0.29
262500,892500,0.24,0.32,0.14
257500,212500,0.53,1.5,0.4
262500,727500,0.63,0.75,0.39
317500,132500,0.53,1.47,0.26
497500,262500,0.74,1.57,0.29
317500,812500,0.58,0.56,0.33
522500,247500,0.63,1.31,0.24
172500,22500,0.43,1.2,0.24
457500,467500,0.46,2.52,0.33
482500,477500,0.51,1.79,0.36
612500,337500,0.73,1.72,0.34
357500,707500,0.33,0.89,0.19
612500,132500,0.62,0.85,0.25
272500,202500,0.5,1.08,0.38
302500,937500,0.33,0.34,0.18
182500,647500,0.38,0.67,0.25
182500,807500,0.31,0.29,0.24
277500,237500,0.46,1.05,0.28
157500,682500,0.35,0.54,0.24
457500,437500,0.51,1.81,0.42
647500,262500,0.61,0.96,0.27
337500,217500,0.63,1.84,0.37
232500,467500,0.32,0.47,0.16
367500,72500,0.4,0.62,0.2
287500,772500,0.46,0.42,0.26
407500,447500,0.84,1.89,0.61
322500,992500,0.28,0.46,0.15
522500,242500,0.63,1.39,0.23
312500,567500,0.3,1.57,0.2
347500,212500,0.52,1.57,0.29
102500,932500,0.26,0.29,0.19
112500,477500,0.41,1.93,0.22
427500,522500,0.48,1.64,0.34
232500,912500,0.32,0.29,0.2
187500,197500,0.37,0.46,0.23
272500,247500,0.6,0.98,0.37
82500,812500,0.22,0.23,0.14
472500,287500,0.78,1.74,0.32
647500,307500,0.59,1.12,0.25
592500,262500,0.7,1.62,0.29
227500,97500,0.56,2.05,0.31
247500,652500,0.38,1.31,0.25
312500,742500,0.32,0.88,0.2
267500,132500,0.53,1.5,0.26
402500,522500,0.64,1.42,0.41
337500,402500,0.45,1.6,0.31
382500,92500,0.54,1.16,0.26
417500,107500,0.57,1.06,0.26
287500,847500,0.26,0.57,0.14
337500,157500,0.45,1.52,0.21
257500,362500,0.58,1.19,0.45
287500,237500,0.65,0.99,0.39
352500,717500,0.4,0.65,0.25
387500,447500,0.77,2.48,0.57
322500,752500,0.4,0.76,0.23
112500,522500,0.27,1.64,0.19
397500,572500,0.42,1.29,0.25
427500,167500,0.69,1.42,0.27
167500,617500,0.41,1.26,0.27
287500,852500,0.2,0.75,0.11
242500,557500,0.34,1.32,0.21
527500,277500,0.64,1.38,0.25
622500,137500,0.76,1.13,0.3
287500,352500,0.7,1.48,0.48
272500,647500,0.41,2.01,0.29
272500,892500,0.22,0.26,0.12
577500,237500,0.69,1.25,0.29
242500,582500,0.56,1.13,0.39
227500,372500,0.33,0.48,0.19
312500,257500,0.59,1.32,0.33
422500,627500,0.41,0.88,0.25
292500,287500,0.67,1.35,0.43
527500,407500,0.69,1.25,0.42
462500,347500,0.73,1.87,0.42
577500,262500,0.68,1.68,0.27
247500,882500,0.38,0.33,0.22
327500,737500,0.43,0.83,0.26
377500,227500,0.53,1.81,0.3
202500,657500,0.29,0.57,0.21
347500,707500,0.38,1.22,0.22
252500,967500,0.27,0.32,0.15
317500,487500,0.48,1.29,0.35
462500,1197500,0.35,0.36,0.2
92500,7500,0.31,0.24,0.16
547500,272500,0.61,1.47,0.27
532500,337500,0.64,1.52,0.29
17500,497500,0.38,0.87,0.26
242500,802500,0.48,0.4,0.3
277500,272500,0.55,0.91,0.33
212500,837500,0.39,0.33,0.28
377500,552500,0.68,1.28,0.42
622500,322500,0.64,2.07,0.31
652500,292500,0.61,1.23,0.24
367500,567500,0.47,1.09,0.3
242500,87500,0.52,1.68,0.32
372500,332500,0.53,2.48,0.28
127500,947500,0.19,0.22,0.14
527500,247500,0.63,1.25,0.24
382500,337500,0.61,2.57,0.34
387500,202500,0.69,1.55,0.35
342500,127500,0.42,1.93,0.21
257500,207500,0.47,1.35,0.3
402500,547500,0.7,1.12,0.44
272500,827500,0.36,0.3,0.2
302500,237500,0.67,1.24,0.4
387500,512500,0.93,1.54,0.65
82500,597500,0.22,0.57,0.14
247500,627500,0.3,2.17,0.2
232500,897500,0.29,0.27,0.18
332500,847500,0.36,0.67,0.19
367500,852500,0.36,1.31,0.19
412500,1162500,0.28,0.26,0.15
517500,362500,0.64,1.69,0.3
622500,252500,0.68,2.33,0.3
637500,292500,0.61,1.67,0.28
372500,552500,0.76,1.29,0.47
482500,317500,0.78,2.23,0.34
157500,957500,0.2,0.29,0.13
262500,882500,0.33,0.3,0.18
372500,152500,0.64,2.06,0.35
172500,787500,0.3,0.3,0.21
227500,772500,0.7,0.71,0.51
462500,162500,0.66,1.12,0.26
307500,662500,0.48,1.09,0.33
267500,932500,0.35,0.36,0.21
312500,482500,0.38,0.98,0.28
97500,492500,0.43,2.5,0.24
327500,157500,0.39,0.6,0.19
352500,307500,0.48,2.07,0.27
357500,667500,0.61,1.24,0.36
167500,757500,0.36,0.46,0.29
407500,217500,0.8,1.55,0.36
422500,1157500,0.34,0.4,0.19
302500,232500,0.64,1.32,0.4
437500,237500,0.74,1.71,0.31
472500,132500,0.77,1.5,0.38
287500,632500,0.47,1.08,0.3
297500,727500,0.37,0.72,0.22
317500,337500,0.88,1.63,0.55
372500,852500,0.34,1.62,0.18
237500,927500,0.44,0.45,0.3
347500,112500,0.53,2.48,0.28
112500,902500,0.24,0.23,0.18
542500,137500,0.71,1.16,0.32
307500,937500,0.33,0.35,0.19
377500,272500,0.54,1.61,0.29
392500,152500,0.64,1.83,0.28
397500,332500,0.64,3,0.35
497500,352500,0.67,1.59,0.33
262500,107500,0.51,1.89,0.27
217500,922500,0.27,0.24,0.16
192500,57500,0.52,1.44,0.31
337500,747500,0.44,1.13,0.27
527500,197500,0.8,1.23,0.27
387500,442500,0.75,2.06,0.56
317500,317500,0.44,1.58,0.26
357500,822500,0.46,1.09,0.25
442500,207500,0.61,1.44,0.26
327500,972500,0.26,0.55,0.14
227500,102500,0.49,1.74,0.26
257500,377500,0.37,1.07,0.23
272500,952500,0.26,0.29,0.15
307500,822500,0.35,0.37,0.18
92500,492500,0.38,3.84,0.22
322500,787500,0.93,0.89,0.6
467500,352500,0.73,2.06,0.41
262500,792500,0.32,0.33,0.18
387500,387500,0.65,1.58,0.42
337500,1007500,0.31,0.62,0.17
432500,267500,0.68,1.58,0.28
272500,572500,0.41,1.23,0.28
387500,92500,0.53,1.06,0.25
407500,502500,0.82,1.45,0.57
552500,377500,0.65,1.24,0.31
92500,917500,0.22,0.19,0.16
317500,977500,0.24,0.35,0.13
217500,862500,0.35,0.3,0.22
322500,462500,0.37,0.92,0.26
362500,392500,0.58,1.6,0.53
192500,722500,0.45,0.66,0.34
347500,317500,0.44,2.31,0.24
382500,787500,0.55,1.07,0.31
547500,312500,0.62,1.27,0.36
287500,312500,0.62,1.17,0.41
292500,787500,0.6,0.49,0.35
237500,52500,0.44,0.71,0.23
577500,322500,0.7,1.48,0.32
452500,477500,0.5,2,0.34
202500,77500,0.45,1.8,0.24
412500,322500,0.62,2.08,0.33
2500,517500,0.2,0.56,0.13
572500,202500,0.72,1.37,0.31
12500,517500,0.25,0.7,0.16
87500,572500,0.36,1.5,0.22
297500,262500,0.65,1.16,0.39
257500,557500,0.38,1.1,0.24
187500,632500,0.28,0.54,0.17
357500,862500,0.32,0.85,0.17
382500,197500,0.68,1.64,0.3
377500,822500,0.4,1.24,0.24
37500,552500,0.29,1.24,0.2
92500,502500,0.3,3.39,0.17
37500,492500,0.28,1.67,0.23
322500,127500,0.48,2.09,0.26
277500,697500,0.44,1.11,0.32
522500,117500,0.58,1.73,0.29
217500,762500,0.5,0.58,0.39
192500,907500,0.18,0.12,0.1
207500,677500,0.4,0.63,0.28
77500,847500,0.2,0.22,0.13
137500,912500,0.21,0.21,0.15
387500,382500,0.6,1.67,0.4
162500,552500,0.36,1.46,0.23
277500,832500,0.3,0.28,0.16
297500,97500,0.46,2,0.23
327500,657500,0.47,1.24,0.28
362500,387500,0.55,1.48,0.48
527500,187500,0.8,1.32,0.25
572500,157500,0.71,1.14,0.31
157500,522500,0.38,2.27,0.27
207500,72500,0.53,1.58,0.3
257500,907500,0.24,0.3,0.14
367500,367500,0.48,2.4,0.37
37500,517500,0.22,1.77,0.16
452500,507500,0.54,2,0.39
392500,467500,1.03,1.66,0.73
117500,847500,0.24,0.24,0.15
462500,432500,0.56,2.12,0.49
372500,527500,0.75,1.4,0.47
142500,552500,0.46,2.12,0.28
337500,462500,0.4,0.6,0.34
442500,557500,0.49,0.72,0.33
367500,617500,0.45,1.12,0.27
577500,317500,0.67,2.03,0.31
632500,172500,0.66,0.6,0.23
502500,317500,0.71,1.35,0.3
317500,262500,0.75,1.39,0.41
447500,127500,0.67,1.41,0.28
332500,977500,0.24,0.26,0.12
277500,327500,0.67,1.01,0.43
532500,367500,0.72,1.72,0.33
467500,337500,0.68,1.83,0.34
217500,562500,0.38,1.2,0.22
552500,127500,0.66,1.02,0.29
432500,402500,0.91,2.06,0.71
287500,202500,0.83,1.11,0.55
322500,702500,0.45,1.27,0.34
347500,277500,0.47,1.7,0.25
347500,1017500,0.31,0.58,0.18
357500,417500,0.59,1.85,0.45
407500,452500,0.7,1.8,0.5
502500,362500,0.66,1.6,0.32
122500,892500,0.18,0.15,0.13
177500,722500,0.27,0.36,0.2
462500,332500,0.69,2.16,0.33
327500,197500,0.77,1.37,0.46
217500,102500,0.41,0.6,0.2
332500,402500,0.42,1.66,0.3
422500,312500,0.62,2.19,0.33
337500,557500,0.29,1.96,0.22
597500,267500,0.65,1.68,0.28
252500,552500,0.36,0.99,0.21
262500,302500,0.35,0.73,0.21
177500,852500,0.25,0.22,0.16
312500,492500,0.43,1.23,0.3
357500,307500,0.46,1.88,0.25
302500,777500,0.8,0.72,0.49
377500,592500,0.67,1.03,0.41
302500,332500,0.96,1.6,0.61
452500,107500,0.62,1.01,0.48
132500,692500,0.22,0.31,0.14
417500,307500,0.67,1.76,0.37
392500,377500,0.69,1.78,0.46
77500,872500,0.22,0.25,0.14
417500,192500,0.61,1.58,0.24
252500,242500,0.52,1.38,0.37
612500,152500,0.82,1.17,0.33
542500,212500,0.69,1.19,0.28
387500,812500,0.47,1.02,0.28
262500,187500,0.42,0.63,0.24
122500,492500,0.4,3.19,0.23
267500,962500,0.22,0.25,0.13
462500,387500,0.63,1.35,0.42
472500,492500,0.71,1.43,0.46
167500,642500,0.31,0.59,0.19
262500,67500,0.91,1.19,0.49
422500,487500,0.62,2.18,0.45
252500,567500,0.52,1.09,0.34
417500,487500,0.68,2.09,0.49
267500,847500,0.21,0.51,0.15
342500,307500,0.47,2.6,0.25
437500,427500,0.59,1.48,0.46
607500,212500,0.61,0.68,0.25
327500,97500,0.5,2.35,0.28
107500,512500,0.29,2.52,0.23
352500,212500,0.55,1.44,0.3
447500,532500,0.49,1.67,0.39
157500,797500,0.23,0.19,0.16
617500,327500,0.64,1.66,0.3
632500,317500,0.62,1.13,0.28
277500,742500,0.56,0.68,0.34
447500,537500,0.5,1.12,0.42
177500,837500,0.26,0.22,0.19
217500,577500,0.52,1.08,0.34
277500,227500,0.64,1.33,0.41
187500,237500,0.35,0.69,0.19
222500,962500,0.22,0.23,0.13
297500,822500,0.24,0.44,0.13
282500,727500,0.62,0.72,0.37
447500,247500,0.71,1.74,0.3
477500,517500,0.59,1.44,0.4
537500,127500,0.61,1.13,0.31
247500,857500,0.24,0.41,0.15
152500,677500,0.42,0.65,0.28
412500,547500,0.57,1.43,0.41
607500,237500,0.68,1.25,0.29
347500,347500,0.41,2.55,0.25
262500,662500,0.42,1.24,0.27
177500,42500,0.55,1.42,0.35
242500,617500,0.34,1.93,0.23
247500,217500,0.46,2.03,0.3
342500,447500,0.43,2.45,0.31
357500,672500,0.42,1.55,0.25
557500,222500,0.75,1.22,0.31
562500,142500,0.71,1.07,0.32
222500,102500,0.46,1.61,0.25
312500,182500,0.61,1.27,0.37
182500,707500,0.31,0.56,0.22
457500,322500,0.79,2.05,0.41
187500,712500,0.38,0.56,0.27
472500,127500,0.78,1.39,0.4
367500,257500,0.54,1.64,0.28
457500,1202500,0.37,0.46,0.21
412500,227500,0.82,1.61,0.37
112500,557500,0.28,2.27,0.19
247500,842500,0.22,0.34,0.14
452500,1142500,0.42,1.98,0.25
227500,217500,0.43,1.78,0.29
57500,782500,0.23,1.27,0.14
457500,282500,0.73,2.04,0.28
432500,407500,0.86,2.35,0.78
432500,1112500,0.32,0.72,0.17
287500,912500,0.35,0.34,0.19
412500,842500,0.34,0.99,0.17
137500,22500,0.33,0.64,0.17
307500,572500,0.37,2.06,0.25
372500,657500,0.53,0.97,0.29
337500,92500,0.41,0.99,0.19
407500,352500,0.83,2.45,0.49
467500,387500,0.61,1.47,0.41
132500,717500,0.21,0.27,0.13
127500,572500,0.39,2.75,0.23
242500,147500,0.38,0.43,0.19
362500,627500,0.42,1.2,0.25
272500,142500,0.85,1.27,0.46
352500,377500,0.5,1.74,0.4
382500,657500,0.42,1.28,0.24
77500,527500,0.37,1.87,0.23
167500,52500,0.38,0.41,0.21
362500,572500,0.44,0.93,0.26
442500,97500,0.5,0.69,0.3
292500,617500,0.59,1.07,0.36
117500,472500,0.48,1.44,0.25
607500,157500,0.8,0.98,0.31
302500,697500,0.35,1.13,0.31
367500,207500,0.53,1.41,0.29
522500,262500,0.65,1.39,0.25
142500,512500,0.44,2.96,0.26
222500,792500,0.4,0.36,0.27
92500,532500,0.32,3.62,0.22
257500,192500,0.45,1,0.25
457500,337500,0.74,1.67,0.41
377500,677500,0.41,0.54,0.29
637500,287500,0.62,2.16,0.28
82500,582500,0.29,1.43,0.2
287500,927500,0.27,0.28,0.15
177500,202500,0.35,0.35,0.21
447500,1142500,0.5,0.67,0.33
122500,537500,0.27,1.56,0.19
322500,582500,0.41,1.38,0.26
522500,292500,0.67,1.56,0.33
242500,737500,0.88,1,0.6
247500,742500,0.82,0.92,0.56
272500,807500,0.52,0.36,0.29
342500,387500,0.51,1.22,0.38
372500,472500,0.76,1.62,0.54
312500,337500,1.01,1.67,0.62
127500,867500,0.22,0.19,0.15
537500,392500,0.66,1.65,0.35
152500,727500,0.33,0.48,0.25
587500,182500,0.7,0.64,0.35
492500,487500,0.65,1.27,0.41
232500,692500,0.52,0.76,0.36
452500,512500,0.49,1.64,0.35
82500,557500,0.57,1.35,0.35
227500,922500,0.44,0.41,0.29
262500,642500,0.42,1.16,0.28
222500,722500,0.67,0.85,0.48
367500,867500,0.25,0.47,0.13
407500,137500,0.6,1.93,0.25
437500,1152500,0.46,0.57,0.27
442500,1192500,0.42,0.49,0.24
