Easting,Northing,NO2_NO3,NH3_NH4,SO2_SO4_NM
172500,647500,0.33,0.68,0.2
402500,217500,0.77,1.53,0.35
257500,637500,0.37,1.52,0.25
347500,992500,0.26,0.58,0.13
227500,652500,0.32,1.1,0.22
457500,247500,0.76,1.94,0.3
102500,502500,0.36,3.49,0.22
222500,377500,0.32,0.44,0.18
247500,662500,0.42,1.19,0.29
97500,517500,0.27,2.73,0.19
277500,267500,0.61,1.01,0.37
342500,542500,0.43,2.89,0.31
387500,377500,0.6,1.71,0.39
387500,397500,0.68,1.53,0.46
402500,562500,0.41,1.18,0.26
432500,582500,0.46,0.77,0.5
497500,97500,0.49,0.54,0.22
582500,137500,0.68,1.6,0.27
532500,382500,0.76,1.64,0.37
597500,252500,0.69,1.37,0.29
222500,212500,0.45,1.64,0.27
242500,372500,0.36,1.4,0.22
387500,632500,0.48,1.32,0.27
512500,202500,0.82,1.23,0.28
522500,447500,0.58,1.35,0.39
417500,127500,0.6,1.38,0.27
402500,367500,1.1,2.16,0.69
432500,1152500,0.36,0.44,0.2
252500,577500,0.54,1.14,0.39
537500,187500,0.76,1.39,0.25
247500,537500,0.33,1.39,0.17
212500,782500,0.32,0.35,0.25
367500,327500,0.47,2.57,0.25
612500,137500,0.7,1.13,0.26
542500,112500,0.61,1.31,0.3
322500,522500,0.73,1.5,0.58
517500,257500,0.66,1.33,0.26
237500,82500,0.56,1.64,0.34
592500,282500,0.62,2.04,0.27
617500,307500,0.66,1.72,0.31
402500,262500,0.59,1.66,0.27
237500,582500,0.49,1.01,0.34
297500,717500,0.39,0.99,0.25
322500,802500,0.65,0.62,0.39
147500,562500,0.51,1.58,0.29
177500,227500,0.35,1.02,0.18
347500,517500,1.12,2.23,0.95
442500,117500,0.68,1.1,0.33
547500,302500,0.58,1.27,0.27
187500,817500,0.32,0.33,0.25
557500,307500,0.58,1.39,0.27
577500,247500,0.66,1.24,0.26
337500,152500,0.42,1.84,0.2
362500,382500,0.54,1.94,0.4
367500,637500,0.39,1.25,0.22
257500,322500,0.33,0.63,0.21
502500,272500,0.7,1.64,0.28
392500,1142500,0.3,0.5,0.17
247500,502500,0.38,0.62,0.21
477500,247500,0.74,1.58,0.28
587500,152500,0.78,1.15,0.32
27500,507500,0.25,1.27,0.17
172500,517500,0.31,2.16,0.17
242500,97500,0.53,1.58,0.28
312500,192500,0.78,1.48,0.49
472500,187500,0.73,1.08,0.26
427500,432500,0.71,1.64,0.52
222500,552500,0.34,1.24,0.19
287500,722500,0.46,1.09,0.31
132500,577500,0.55,1.63,0.31
257500,297500,0.29,0.43,0.16
267500,337500,0.51,0.85,0.34
362500,447500,0.74,1.65,0.5
32500,517500,0.22,1.3,0.16
397500,637500,0.47,1.11,0.27
7500,512500,0.22,0.6,0.14
337500,117500,0.52,2.27,0.29
347500,772500,0.79,0.86,0.46
387500,237500,0.51,1.49,0.25
297500,592500,0.43,1.02,0.27
152500,732500,0.45,0.62,0.34
402500,507500,0.95,1.5,0.65
152500,827500,0.39,0.4,0.32
252500,772500,0.56,0.51,0.36
437500,122500,0.6,1.22,0.29
487500,487500,0.63,1.31,0.4
517500,177500,0.71,1.17,0.25
372500,437500,0.59,2.19,0.43
277500,357500,0.69,1.18,0.5
577500,332500,0.7,2.25,0.32
247500,137500,0.4,1.18,0.21
382500,377500,0.55,1.7,0.37
162500,762500,0.32,0.4,0.25
417500,482500,0.8,1.78,0.58
522500,317500,0.63,1.52,0.28
397500,372500,1,1.89,0.63
532500,132500,0.67,0.99,0.3
267500,812500,0.53,0.38,0.3
247500,942500,0.42,0.44,0.28
257500,332500,0.35,0.81,0.24
252500,652500,0.41,1.34,0.27
447500,522500,0.5,1.61,0.47
167500,652500,0.24,0.46,0.14
317500,957500,0.24,0.63,0.13
547500,137500,0.67,1.09,0.31
392500,182500,0.6,1.91,0.25
232500,627500,0.26,0.68,0.17
317500,567500,0.28,1.57,0.2
582500,207500,0.69,1.29,0.3
292500,212500,0.74,1.09,0.47
207500,582500,0.38,0.97,0.25
362500,522500,0.59,2.17,0.46
442500,372500,0.84,2.14,0.7
437500,297500,0.7,1.89,0.34
642500,307500,0.58,1.43,0.25
132500,642500,0.25,0.4,0.13
157500,772500,0.26,0.29,0.2
312500,312500,0.49,1.5,0.29
362500,352500,0.47,3.02,0.3
362500,822500,0.42,1.02,0.22
172500,877500,0.19,0.16,0.11
392500,792500,0.43,0.71,0.25
497500,237500,0.78,1.38,0.3
512500,162500,0.64,0.95,0.24
297500,247500,0.69,1.2,0.41
192500,637500,0.36,0.65,0.22
317500,582500,0.36,1.53,0.23
212500,87500,0.61,1.56,0.35
287500,937500,0.26,0.26,0.14
507500,417500,0.64,1.87,0.47
572500,272500,0.6,1.76,0.25
272500,712500,0.57,0.7,0.35
327500,637500,0.57,1.1,0.37
197500,737500,0.34,0.46,0.25
212500,697500,0.55,0.81,0.41
87500,892500,0.19,0.16,0.13
232500,812500,0.31,0.29,0.2
522500,327500,0.63,1.42,0.28
402500,337500,0.68,2.73,0.38
192500,882500,0.25,0.22,0.16
207500,697500,0.53,0.78,0.4
337500,492500,0.57,1.17,0.48
252500,677500,0.36,0.79,0.24
252500,792500,0.35,0.29,0.2
262500,702500,0.37,0.73,0.24
312500,167500,0.46,0.86,0.28
397500,607500,0.64,1.34,0.38
477500,312500,0.81,1.9,0.34
497500,407500,0.66,2.33,0.49
167500,722500,0.36,0.49,0.27
487500,272500,0.75,1.91,0.33
537500,107500,0.59,1.11,0.25
577500,117500,0.62,0.84,0.26
607500,342500,0.65,1.4,0.3
152500,722500,0.34,0.47,0.24
237500,922500,0.45,0.46,0.31
357500,132500,0.42,2.64,0.2
97500,482500,0.35,2.17,0.17
252500,807500,0.47,0.37,0.28
392500,862500,0.33,1.01,0.17
507500,452500,0.55,2.92,0.38
92500,517500,0.29,3.31,0.2
607500,137500,0.67,1.22,0.25
192500,887500,0.23,0.21,0.15
582500,262500,0.69,1.48,0.28
632500,162500,0.66,1,0.24
422500,292500,0.72,1.58,0.35
617500,257500,0.69,2.31,0.3
407500,302500,0.74,1.74,0.41
412500,412500,1.1,2.12,0.85
447500,292500,0.73,2.36,0.33
227500,237500,0.5,1.67,0.36
372500,142500,0.57,2.34,0.26
217500,752500,0.63,0.73,0.47
312500,827500,0.4,0.45,0.21
322500,512500,0.87,1.5,0.69
57500,492500,0.24,1.65,0.14
217500,782500,0.27,0.33,0.22
377500,667500,0.52,1.46,0.3
287500,567500,0.35,1.73,0.22
427500,112500,0.6,0.97,0.27
202500,567500,0.37,1.48,0.22
337500,497500,0.66,1.38,0.57
552500,152500,0.74,1.21,0.29
287500,647500,0.39,1.57,0.26
287500,682500,0.41,1.26,0.4
357500,587500,0.67,1.09,0.41
497500,167500,0.67,0.91,0.27
487500,377500,0.64,1.98,0.37
162500,607500,0.37,0.71,0.22
127500,922500,0.22,0.24,0.16
142500,662500,0.32,0.54,0.19
182500,827500,0.29,0.31,0.23
352500,572500,0.36,1.35,0.23
237500,537500,0.33,0.88,0.16
522500,212500,0.79,1.18,0.28
377500,442500,0.71,1.84,0.51
72500,582500,0.29,1.13,0.23
147500,542500,0.48,2.62,0.36
247500,202500,0.43,1.17,0.26
202500,667500,0.32,0.81,0.23
347500,192500,0.53,1.43,0.27
577500,142500,0.64,1.25,0.28
167500,687500,0.27,0.38,0.17
282500,632500,0.48,1.18,0.32
187500,207500,0.4,0.85,0.34
342500,752500,0.43,1.26,0.27
277500,937500,0.29,0.28,0.16
462500,212500,0.65,1.5,0.24
602500,322500,0.66,1.98,0.31
612500,322500,0.65,1.7,0.31
337500,977500,0.24,0.44,0.12
387500,157500,0.57,2.02,0.28
177500,867500,0.22,0.19,0.14
182500,792500,0.3,0.31,0.24
257500,832500,0.18,0.22,0.11
177500,17500,0.38,0.86,0.2
292500,857500,0.17,0.5,0.08
332500,142500,0.45,2.83,0.22
377500,167500,0.57,1.48,0.25
262500,857500,0.19,0.45,0.1
417500,1152500,0.34,0.45,0.19
417500,102500,0.54,1.16,0.25
257500,722500,0.61,0.78,0.4
372500,502500,0.89,1.85,0.7
557500,317500,0.62,1.3,0.3
582500,227500,0.7,1.32,0.32
237500,477500,0.38,0.55,0.2
202500,707500,0.56,0.8,0.42
322500,102500,0.57,2.25,0.29
462500,257500,0.73,1.69,0.28
372500,362500,0.49,2.73,0.36
322500,517500,0.98,1.8,0.81
467500,242500,0.77,1.51,0.3
527500,157500,0.77,1.16,0.3
67500,867500,0.22,0.2,0.14
192500,217500,0.4,1.5,0.27
437500,292500,0.73,1.91,0.37
62500,577500,0.25,1.4,0.23
292500,197500,0.93,1.33,0.62
462500,447500,0.52,1.81,0.38
512500,282500,0.69,1.45,0.27
547500,222500,0.72,1.28,0.28
567500,107500,0.58,0.99,0.24
317500,802500,0.73,0.66,0.44
177500,222500,0.34,0.53,0.18
522500,407500,0.68,1.34,0.44
582500,202500,0.7,1.26,0.32
207500,547500,0.35,1.56,0.16
252500,912500,0.26,0.27,0.16
407500,442500,0.83,1.89,0.63
82500,847500,0.19,0.18,0.12
382500,142500,0.68,1.68,0.31
337500,222500,0.65,1.69,0.37
632500,282500,0.65,2.35,0.29
542500,127500,0.64,1.1,0.3
562500,192500,0.7,1.35,0.27
507500,242500,0.69,1.53,0.27
557500,207500,0.68,1.38,0.27
207500,82500,0.5,1.27,0.28
352500,672500,0.37,1.13,0.23
247500,182500,0.38,0.44,0.19
237500,907500,0.31,0.28,0.18
302500,962500,0.29,0.45,0.17
137500,492500,0.51,3,0.29
422500,347500,0.8,2.42,0.46
407500,632500,0.51,1.17,0.3
382500,797500,0.61,1.07,0.36
332500,102500,0.52,2.32,0.28
347500,367500,0.44,2.54,0.32
282500,647500,0.35,1.52,0.25
217500,727500,0.52,0.71,0.39
107500,467500,0.28,1.3,0.13
352500,382500,0.52,1.52,0.64
362500,437500,0.54,2.44,0.37
412500,482500,0.98,1.62,0.69
257500,347500,0.52,0.87,0.35
627500,292500,0.62,2.43,0.28
632500,312500,0.62,1.49,0.28
467500,322500,0.74,2.31,0.34
457500,397500,0.69,1.6,0.49
272500,677500,0.39,1.02,0.28
562500,327500,0.62,0.92,0.3
577500,282500,0.61,0.94,0.26
347500,862500,0.35,0.7,0.18
242500,352500,0.36,0.77,0.24
372500,327500,0.48,2.51,0.25
397500,867500,0.3,0.69,0.16
272500,862500,0.19,0.44,0.09
357500,392500,0.54,1.48,0.5
172500,737500,0.46,0.65,0.4
532500,292500,0.62,1.44,0.28
602500,222500,0.67,1.15,0.29
102500,482500,0.38,2.4,0.2
82500,577500,0.3,1.51,0.18
362500,557500,0.59,1.24,0.37
362500,272500,0.49,1.59,0.25
282500,292500,0.75,1.19,0.47
357500,312500,0.46,1.88,0.25
392500,867500,0.29,0.62,0.16
152500,947500,0.2,0.22,0.13
177500,62500,0.37,0.47,0.19
202500,847500,0.33,0.29,0.24
312500,817500,0.48,0.46,0.26
407500,537500,0.67,1.51,0.45
237500,797500,0.46,0.4,0.3
447500,227500,0.69,1.58,0.28
462500,152500,0.75,1.54,0.34
102500,927500,0.29,0.29,0.21
372500,282500,0.53,1.49,0.28
307500,217500,0.92,1.32,0.58
347500,357500,0.41,2.73,0.27
587500,302500,0.65,1.96,0.29
272500,847500,0.17,0.48,0.11
42500,557500,0.24,1.36,0.17
622500,217500,0.63,0.72,0.27
587500,137500,0.68,1.34,0.27
357500,127500,0.44,2.33,0.21
427500,492500,0.5,2.34,0.34
427500,1182500,0.4,0.49,0.23
447500,422500,0.65,1.93,0.63
327500,1027500,0.3,0.76,0.17
452500,1152500,0.35,0.34,0.2
307500,917500,0.23,0.53,0.11
357500,657500,0.67,0.88,0.37
602500,117500,0.6,0.63,0.24
332500,1012500,0.32,0.84,0.19
307500,172500,0.48,1.17,0.3
602500,157500,0.78,1.2,0.3
292500,67500,0.57,1.09,0.3
372500,277500,0.53,1.32,0.28
242500,397500,0.36,0.54,0.22
402500,372500,1.13,2.02,0.73
197500,782500,0.41,0.45,0.33
277500,107500,0.48,2.08,0.24
137500,477500,0.49,1.56,0.26
377500,767500,0.4,1.09,0.24
352500,612500,0.53,1.26,0.34
567500,122500,0.63,0.92,0.29
577500,342500,0.67,0.94,0.3
487500,232500,0.73,1.59,0.29
262500,847500,0.2,0.4,0.13
497500,357500,0.65,1.8,0.32
267500,947500,0.27,0.27,0.15
342500,357500,0.42,2.56,0.3
497500,442500,0.64,1.96,0.45
452500,432500,0.54,1.81,0.43
357500,492500,0.6,1.93,0.46
542500,192500,0.73,1.21,0.24
367500,662500,0.62,0.96,0.35
257500,62500,0.64,1.07,0.34
452500,357500,0.84,1.81,0.59
147500,557500,0.52,1.75,0.31
462500,1192500,0.42,0.57,0.24
222500,227500,0.5,1.84,0.34
112500,487500,0.43,3.54,0.27
107500,542500,0.28,2.73,0.18
517500,112500,0.59,1.26,0.28
327500,632500,0.76,1.21,0.47
382500,217500,0.57,1.59,0.31
272500,967500,0.19,0.17,0.11
252500,192500,0.43,0.86,0.25
367500,382500,0.56,1.9,0.39
257500,312500,0.32,0.43,0.21
352500,362500,0.43,2.97,0.28
407500,192500,0.59,1.81,0.26
407500,237500,0.54,1.43,0.24
437500,547500,0.52,1.44,0.4
467500,332500,0.68,1.76,0.33
467500,377500,0.68,1.64,0.42
492500,442500,0.64,1.86,0.45
297500,227500,0.78,1.44,0.5
427500,307500,0.66,1.84,0.34
347500,627500,0.52,1.28,0.32
417500,262500,0.61,1.48,0.26
297500,92500,0.49,1.75,0.23
557500,247500,0.68,1.31,0.28
122500,592500,0.28,2.05,0.16
632500,257500,0.64,1.95,0.28
262500,912500,0.26,0.26,0.14
307500,657500,0.5,0.94,0.32
542500,187500,0.74,1.32,0.25
547500,367500,0.65,1.57,0.3
302500,77500,0.39,0.62,0.19
277500,587500,0.47,1.19,0.32
327500,697500,0.44,1.85,0.35
447500,367500,0.85,2.31,0.62
557500,372500,0.63,0.89,0.3
497500,472500,0.67,2.02,0.47
332500,742500,0.47,1.05,0.28
267500,277500,0.39,1.11,0.24
572500,182500,0.67,0.9,0.35
622500,262500,0.67,2.03,0.29
272500,772500,0.4,0.37,0.23
372500,242500,0.52,1.62,0.26
237500,117500,0.57,1.92,0.31
337500,757500,0.4,0.94,0.23
347500,527500,0.66,2.42,0.53
492500,407500,0.68,1.65,0.57
327500,497500,0.79,1.42,0.63
292500,262500,0.75,1.12,0.46
252500,737500,0.72,0.83,0.48
637500,237500,0.64,0.62,0.29
267500,217500,0.59,1.17,0.38
367500,492500,0.65,1.44,0.49
617500,287500,0.62,2.57,0.28
232500,937500,0.39,0.39,0.26
592500,152500,0.82,1.26,0.33
272500,902500,0.24,0.32,0.14
252500,602500,0.58,1.19,0.4
257500,662500,0.46,1.69,0.29
312500,347500,0.59,1.43,0.37
457500,117500,0.63,1.3,0.39
397500,642500,0.38,1.12,0.21
192500,642500,0.41,0.69,0.25
192500,207500,0.46,1.13,0.43
417500,542500,0.56,1.42,0.39
557500,157500,0.77,1.13,0.32
432500,272500,0.69,1.73,0.29
287500,637500,0.42,1.44,0.28
172500,882500,0.2,0.16,0.12
437500,192500,0.6,1.41,0.22
452500,377500,0.74,1.64,0.56
602500,262500,0.66,1.74,0.28
77500,862500,0.2,0.2,0.12
517500,347500,0.66,1.82,0.3
197500,197500,0.41,1.01,0.25
142500,847500,0.27,0.33,0.21
167500,737500,0.6,0.88,0.51
177500,812500,0.26,0.24,0.19
277500,872500,0.16,0.33,0.08
342500,497500,0.65,1.51,0.56
302500,807500,0.75,0.61,0.43
477500,192500,0.77,1.25,0.28
402500,582500,0.47,1.24,0.29
522500,392500,0.8,1.58,0.41
197500,667500,0.33,0.59,0.22
592500,157500,0.8,1.16,0.32
557500,107500,0.59,1.14,0.28
192500,747500,0.27,0.36,0.21
232500,597500,0.52,1.24,0.36
192500,42500,0.44,1.63,0.24
222500,662500,0.35,0.69,0.23
182500,702500,0.3,0.47,0.21
202500,917500,0.17,0.13,0.1
77500,812500,0.22,0.25,0.14
252500,247500,0.47,1.45,0.33
252500,337500,0.33,0.71,0.22
267500,657500,0.44,1.47,0.32
127500,582500,0.41,1.57,0.23
277500,47500,0.51,1.36,0.25
242500,572500,0.45,0.96,0.29
342500,852500,0.37,1.29,0.2
367500,162500,0.58,1.81,0.29
372500,342500,0.54,3.11,0.31
252500,557500,0.42,1.04,0.26
237500,887500,0.47,0.42,0.3
317500,507500,0.57,1,0.42
112500,567500,0.29,2.56,0.19
327500,627500,0.72,1.14,0.45
392500,127500,0.61,1.7,0.27
492500,187500,0.71,1.04,0.27
407500,467500,0.98,1.44,0.68
302500,762500,0.45,0.51,0.25
512500,227500,0.8,1.26,0.28
172500,607500,0.29,0.82,0.18
237500,767500,0.58,0.59,0.41
522500,127500,0.62,1.01,0.29
232500,372500,0.35,0.83,0.21
607500,127500,0.61,0.95,0.24
427500,217500,0.69,1.71,0.3
372500,602500,0.85,1.27,0.52
527500,272500,0.66,1.51,0.27
362500,357500,0.48,3.46,0.31
452500,442500,0.53,1.63,0.38
482500,457500,0.75,2.06,0.54
342500,272500,0.51,1.82,0.27
382500,162500,0.59,1.76,0.27
297500,907500,0.18,0.16,0.09
322500,852500,0.37,0.55,0.19
327500,362500,0.53,1.82,0.44
337500,267500,0.51,1.39,0.27
477500,387500,0.62,1.52,0.37
502500,122500,0.66,1.19,0.32
217500,687500,0.57,0.85,0.43
362500,202500,0.53,1.51,0.31
362500,612500,0.56,1.24,0.34
312500,837500,0.31,0.39,0.16
402500,827500,0.32,0.78,0.16
232500,862500,0.26,0.23,0.15
462500,522500,0.55,1.15,0.43
522500,307500,0.64,1.57,0.29
77500,857500,0.19,0.18,0.12
252500,832500,0.25,0.29,0.14
167500,42500,0.52,1.26,0.31
312500,377500,0.41,1.47,0.26
87500,492500,0.33,2.25,0.17
262500,832500,0.22,0.23,0.12
262500,587500,0.55,1.24,0.41
102500,887500,0.21,0.2,0.14
272500,292500,0.54,0.84,0.31
342500,362500,0.43,2.53,0.3
457500,292500,0.76,2.57,0.32
257500,632500,0.38,1.12,0.25
247500,97500,0.56,1.7,0.29
422500,632500,0.39,0.7,0.24
167500,12500,0.35,0.43,0.17
62500,792500,0.22,0.24,0.14
172500,642500,0.41,0.78,0.26
442500,147500,0.65,1.34,0.27
457500,82500,0.53,0.89,0.26
252500,222500,0.46,1.45,0.32
322500,642500,0.47,1.24,0.3
432500,192500,0.6,1.56,0.23
427500,272500,0.69,1.57,0.29
487500,402500,0.62,1.92,0.43
307500,347500,0.55,1.33,0.36
92500,507500,0.27,6.04,0.16
382500,587500,0.65,1.07,0.4
282500,792500,0.46,0.37,0.26
312500,672500,0.44,1.54,0.29
392500,272500,0.58,1.71,0.27
312500,642500,0.43,0.98,0.26
582500,322500,0.71,1.69,0.33
197500,672500,0.35,0.62,0.23
567500,192500,0.68,1.34,0.28
227500,117500,0.51,1.5,0.25
272500,187500,0.44,0.49,0.31
437500,312500,0.69,1.88,0.36
332500,207500,0.65,1.79,0.41
432500,432500,0.67,1.67,0.52
632500,332500,0.62,1.11,0.28
522500,142500,0.68,1.34,0.32
17500,512500,0.33,0.84,0.22
282500,282500,0.67,1.02,0.41
307500,747500,0.43,0.62,0.25
342500,442500,0.42,2.63,0.3
267500,887500,0.24,0.3,0.14
332500,797500,0.51,0.55,0.3
517500,262500,0.66,1.4,0.26
567500,322500,0.63,0.99,0.3
572500,297500,0.58,1.84,0.27
637500,247500,0.63,1.1,0.28
192500,842500,0.26,0.26,0.19
452500,92500,0.6,0.98,0.37
377500,1042500,0.29,0.3,0.15
292500,172500,0.45,1.27,0.26
197500,627500,0.39,0.72,0.23
607500,152500,0.76,0.95,0.3
387500,292500,0.63,1.8,0.33
262500,852500,0.16,0.49,0.09
117500,527500,0.27,1.33,0.17
312500,722500,0.37,0.94,0.23
332500,472500,0.4,0.83,0.3
242500,597500,0.63,1.32,0.46
447500,1152500,0.4,0.47,0.23
417500,502500,0.64,1.87,0.44
532500,312500,0.61,1.49,0.29
267500,712500,0.57,0.72,0.35
417500,277500,0.76,1.68,0.33
272500,782500,0.62,0.51,0.37
557500,322500,0.62,1.31,0.31
557500,132500,0.71,1.01,0.31
97500,872500,0.19,0.14,0.11
502500,197500,0.78,1.25,0.27
102500,587500,0.31,2.38,0.21
217500,847500,0.4,0.33,0.27
322500,372500,0.46,1.6,0.41
382500,782500,0.52,1.63,0.29
157500,812500,0.23,0.23,0.18
282500,147500,0.83,1.25,0.48
122500,497500,0.41,3.42,0.24
142500,767500,0.22,0.24,0.14
337500,992500,0.26,0.35,0.13
627500,277500,0.65,2.73,0.29
352500,807500,0.46,0.91,0.25
422500,137500,0.63,1.35,0.26
267500,62500,0.81,1.36,0.44
422500,272500,0.69,1.51,0.3
237500,812500,0.29,0.25,0.18
262500,267500,0.47,1.13,0.3
432500,1157500,0.36,0.43,0.2
122500,652500,0.26,0.39,0.15
127500,542500,0.28,1.82,0.26
332500,372500,0.47,1.88,0.43
442500,542500,0.56,1.33,0.59
247500,642500,0.33,1.69,0.21
312500,667500,0.44,1.57,0.32
297500,272500,0.64,1.27,0.37
272500,942500,0.26,0.26,0.15
602500,187500,0.65,0.55,0.27
267500,587500,0.49,1.08,0.34
362500,217500,0.68,1.63,0.4
562500,122500,0.65,1.02,0.29
357500,407500,0.58,1.52,0.48
452500,202500,0.65,1.25,0.23
402500,447500,0.75,2.17,0.54
362500,407500,0.6,1.88,0.48
367500,407500,0.65,1.76,0.52
347500,227500,0.58,2.04,0.32
582500,172500,0.71,0.74,0.31
57500,582500,0.25,1.13,0.21
232500,127500,0.5,0.76,0.28
252500,237500,0.62,1.24,0.41
217500,677500,0.4,0.69,0.3
257500,842500,0.22,0.36,0.13
272500,742500,0.45,0.55,0.28
352500,682500,0.31,1.25,0.2
377500,157500,0.63,1.8,0.31
232500,902500,0.28,0.27,0.17
432500,252500,0.63,1.5,0.28
532500,372500,0.74,1.64,0.35
142500,492500,0.56,2.61,0.33
227500,727500,0.8,0.99,0.58
292500,822500,0.29,0.35,0.15
137500,472500,0.38,2.1,0.21
362500,827500,0.44,1.27,0.25
377500,377500,0.54,1.8,0.38
412500,577500,0.44,1.45,0.28
157500,817500,0.27,0.28,0.21
352500,227500,0.53,2.12,0.29
367500,487500,0.7,1.44,0.52
262500,907500,0.24,0.25,0.13
57500,507500,0.3,1.53,0.19
182500,757500,0.43,0.52,0.34
332500,952500,0.23,0.77,0.13
467500,197500,0.63,1.35,0.24
432500,322500,0.7,1.77,0.43
627500,327500,0.65,1.56,0.3
517500,132500,0.65,1.17,0.33
322500,952500,0.25,0.52,0.14
322500,252500,0.63,1.48,0.34
402500,387500,0.87,1.86,0.58
367500,307500,0.57,1.79,0.31
472500,337500,0.66,1.96,0.33
192500,667500,0.37,0.64,0.25
287500,957500,0.27,0.3,0.16
507500,397500,0.66,1.61,0.38
197500,777500,0.34,0.4,0.29
517500,427500,0.68,1.75,0.53
162500,777500,0.24,0.25,0.19
187500,882500,0.22,0.21,0.15
407500,427500,0.98,1.82,0.78
412500,632500,0.44,1.13,0.26
427500,367500,0.99,1.87,0.65
512500,377500,0.65,1.55,0.33
307500,487500,0.36,0.79,0.26
237500,662500,0.42,1.45,0.3
587500,142500,0.62,1.41,0.25
362500,832500,0.45,1.11,0.25
412500,422500,0.94,1.92,0.81
267500,102500,0.56,1.86,0.3
287500,777500,0.63,0.52,0.36
307500,642500,0.4,1.23,0.24
342500,657500,0.62,1.12,0.36
482500,192500,0.81,1.41,0.31
402500,552500,0.6,1.27,0.38
272500,352500,0.75,1.24,0.55
162500,617500,0.39,0.82,0.24
457500,522500,0.49,1.26,0.45
137500,832500,0.31,0.34,0.24
247500,232500,0.56,1.35,0.37
252500,57500,0.53,1.08,0.27
102500,892500,0.22,0.22,0.15
282500,347500,0.75,1.29,0.52
322500,132500,0.51,1.8,0.24
377500,332500,0.55,2.57,0.29
312500,947500,0.29,0.34,0.16
527500,292500,0.63,1.64,0.32
392500,472500,0.99,1.53,0.72
622500,327500,0.62,1.59,0.29
357500,267500,0.45,1.6,0.24
477500,242500,0.71,2.02,0.27
247500,252500,0.51,1.52,0.34
387500,652500,0.37,1.37,0.21
352500,422500,0.51,3.27,0.42
622500,307500,0.68,1.54,0.31
192500,757500,0.35,0.43,0.29
257500,567500,0.5,1.08,0.35
357500,372500,0.47,1.95,0.35
617500,237500,0.66,1.03,0.3
472500,312500,0.76,1.95,0.32
332500,252500,0.45,1.83,0.24
227500,842500,0.44,0.35,0.28
422500,267500,0.69,1.71,0.28
477500,272500,0.76,1.46,0.32
292500,937500,0.32,0.31,0.17
202500,602500,0.29,0.61,0.19
392500,357500,0.73,2.54,0.47
297500,632500,0.46,1.34,0.27
567500,147500,0.62,1.09,0.28
202500,817500,0.49,0.45,0.37
187500,697500,0.34,0.54,0.23
242500,207500,0.4,1.37,0.24
237500,762500,0.52,0.53,0.36
287500,557500,0.33,1.1,0.21
292500,567500,0.36,1.18,0.23
317500,752500,0.42,0.72,0.24
122500,547500,0.29,2.19,0.19
332500,132500,0.44,2.06,0.22
407500,332500,0.64,2.7,0.34
422500,502500,0.53,2.7,0.36
232500,232500,0.55,1.82,0.38
437500,447500,0.55,1.96,0.39
272500,962500,0.24,0.31,0.14
67500,872500,0.22,0.21,0.14
527500,152500,0.77,1.34,0.31
232500,892500,0.35,0.31,0.22
302500,137500,0.63,1.48,0.33
347500,1052500,0.28,0.42,0.16
282500,72500,0.63,1.55,0.36
362500,427500,0.58,2.08,0.4
307500,782500,0.82,0.74,0.51
387500,172500,0.59,1.88,0.26
507500,312500,0.68,1.42,0.3
252500,632500,0.32,1.85,0.21
327500,787500,0.92,0.91,0.6
362500,332500,0.49,2.88,0.26
22500,497500,0.39,1.01,0.26
317500,537500,0.37,1.85,0.28
482500,497500,0.75,1.15,0.48
622500,282500,0.61,2.38,0.28
537500,242500,0.72,1.56,0.29
202500,932500,0.19,0.2,0.11
132500,592500,0.41,1.24,0.24
462500,137500,0.72,1.21,0.31
332500,442500,0.42,2.03,0.29
392500,577500,0.49,1.13,0.3
442500,442500,0.56,1.57,0.38
542500,367500,0.65,1.89,0.3
607500,332500,0.69,2.59,0.33
437500,262500,0.64,2.16,0.26
187500,732500,0.31,0.52,0.25
322500,237500,0.71,1.45,0.4
172500,827500,0.25,0.24,0.21
362500,157500,0.62,2.12,0.31
417500,567500,0.47,1.62,0.31
277500,867500,0.17,0.37,0.09
427500,197500,0.58,1.6,0.22
107500,492500,0.41,3.66,0.25
372500,572500,0.52,0.94,0.32
442500,472500,0.48,2.74,0.34
457500,482500,0.62,1.53,0.4
632500,147500,0.8,1.4,0.33
447500,1167500,0.39,0.43,0.22
47500,482500,0.21,1.07,0.13
137500,582500,0.53,1.45,0.32
302500,187500,0.64,1.32,0.41
312500,202500,0.89,1.46,0.58
332500,212500,0.7,2.06,0.43
347500,287500,0.52,1.69,0.26
232500,222500,0.45,1.75,0.29
297500,762500,0.47,0.48,0.26
357500,607500,0.64,1.19,0.4
387500,787500,0.46,0.98,0.26
397500,112500,0.56,1.64,0.25
257500,222500,0.47,1.49,0.33
372500,302500,0.53,1.7,0.28
482500,302500,0.8,1.64,0.33
357500,487500,0.54,1.95,0.4
547500,212500,0.71,1.31,0.31
322500,477500,0.4,1.16,0.3
147500,762500,0.27,0.34,0.19
357500,207500,0.63,1.51,0.35
347500,607500,0.63,1.26,0.39
397500,837500,0.38,1.45,0.2
137500,952500,0.19,0.2,0.12
397500,477500,1.26,1.87,0.92
57500,517500,0.3,2.52,0.18
227500,67500,0.64,2.13,0.37
297500,722500,0.36,0.89,0.22
117500,577500,0.34,2.18,0.21
502500,322500,0.71,1.48,0.3
152500,752500,0.3,0.41,0.24
432500,487500,0.47,2.29,0.33
